geo_name,dragon,mode,9,k,126.903140,max_r,0.026306
source_x,source_y,source_z,n,m,re,im
0.015466,-0.015813,-0.000473,0,0,22681991.449469,12714452.155914
0.015466,-0.015813,-0.000473,1,-1,-26715925.727112,43987398.455013
0.015466,-0.015813,-0.000473,1,0,-17484163.083813,12938568.739170
0.015466,-0.015813,-0.000473,1,1,4891752.131152,70235027.536603
0.019316,-0.012212,0.003047,0,0,36690125.746537,9477479.919121
0.019316,-0.012212,0.003047,1,-1,-4688750.355500,-4405877.025703
0.019316,-0.012212,0.003047,1,0,25935872.801654,6619209.046860
0.019316,-0.012212,0.003047,1,1,-25727365.764209,36648639.412108
-0.002934,-0.014297,0.003306,0,0,5251989.399737,-30587299.346191
-0.002934,-0.014297,0.003306,1,-1,10038534.264256,11501034.152560
-0.002934,-0.014297,0.003306,1,0,4246198.797930,25237661.884111
-0.002934,-0.014297,0.003306,1,1,1875512.823543,-12736088.032729
0.010435,-0.015779,0.003107,0,0,-30312673.406706,975688.933032
0.010435,-0.015779,0.003107,1,-1,-12155774.703713,-13495950.634445
0.010435,-0.015779,0.003107,1,0,-31471556.439271,10721940.959960
0.010435,-0.015779,0.003107,1,1,21867989.420809,14561444.808496
-0.009038,0.003313,-0.000240,0,0,2780890.641312,825797.510348
-0.009038,0.003313,-0.000240,1,-1,-196955.729703,18287980.958148
-0.009038,0.003313,-0.000240,1,0,3303796.595453,-31245472.656343
-0.009038,0.003313,-0.000240,1,1,5176721.622297,-24338991.727011
0.002740,0.005068,-0.002552,0,0,4796686.228989,5384059.274010
0.002740,0.005068,-0.002552,1,-1,-12625701.125411,-19359426.519486
0.002740,0.005068,-0.002552,1,0,-29579531.361181,2851827.319760
0.002740,0.005068,-0.002552,1,1,4710001.698512,-30474183.715396
-0.008185,-0.000764,-0.003338,0,0,-7556420.011224,7405407.080350
-0.008185,-0.000764,-0.003338,1,-1,10787813.886219,9423248.849457
-0.008185,-0.000764,-0.003338,1,0,13287130.157140,-8235763.627390
-0.008185,-0.000764,-0.003338,1,1,3161225.734691,10885982.259168
0.010889,-0.006155,-0.005959,0,0,43437079.914128,35107403.364748
0.010889,-0.006155,-0.005959,1,-1,-6880585.217908,-3027442.138914
0.010889,-0.006155,-0.005959,1,0,-8243788.818190,-61757574.736342
0.010889,-0.006155,-0.005959,1,1,-15228261.047933,14669946.925170
