geo_name,ellipsoid,mode,3,k,304.755516,max_r,0.060000
source_x,source_y,source_z,n,m,re,im
0.020506,-0.008120,0.006440,0,0,-15654918.151804,-26050.090574
0.020506,-0.008120,0.006440,1,-1,-948426.003679,-17229984.355944
0.020506,-0.008120,0.006440,1,0,12184651.813923,1612008.246749
0.020506,-0.008120,0.006440,1,1,7618785.098148,7581149.751588
-0.030394,0.002489,0.025279,0,0,34151678.204420,454722.953840
-0.030394,0.002489,0.025279,1,-1,-17300894.618803,-15252296.818206
-0.030394,0.002489,0.025279,1,0,-15562116.790092,-51652569.979305
-0.030394,0.002489,0.025279,1,1,1043866.572366,45235764.920826
0.006866,-0.006781,0.026652,0,0,478866.174526,-5907388.826219
0.006866,-0.006781,0.026652,1,-1,3907888.343155,6598178.590247
0.006866,-0.006781,0.026652,1,0,313530.845124,5221916.754104
0.006866,-0.006781,0.026652,1,1,684248.987630,7690273.690402
0.005571,-0.007079,0.025843,0,0,-1029164.848318,-5316483.846459
0.005571,-0.007079,0.025843,1,-1,3391629.336743,3408092.035277
0.005571,-0.007079,0.025843,1,0,883893.507933,2190487.177902
0.005571,-0.007079,0.025843,1,1,3297607.234603,5540586.785760
0.007980,0.009458,0.008348,0,0,5089757.109982,-7578366.981180
0.007980,0.009458,0.008348,1,-1,-6804065.473412,5863383.093300
0.007980,0.009458,0.008348,1,0,1452667.746209,-10197429.000092
0.007980,0.009458,0.008348,1,1,-10839689.713857,-6175093.989072
-0.020882,-0.007930,-0.008201,0,0,-6421389.411333,-771624.192699
-0.020882,-0.007930,-0.008201,1,-1,-4680348.706155,15563188.656276
-0.020882,-0.007930,-0.008201,1,0,8366778.707267,-1802391.382261
-0.020882,-0.007930,-0.008201,1,1,-5662912.507540,-11336756.607257
-0.036866,0.002475,-0.014292,0,0,-20316538.623026,848451.463796
-0.036866,0.002475,-0.014292,1,-1,2844790.768140,17146627.140734
-0.036866,0.002475,-0.014292,1,0,9166105.510107,8426589.777151
-0.036866,0.002475,-0.014292,1,1,-7746379.877965,-4979732.084797
0.007471,-0.004308,-0.034576,0,0,571277.489153,-2935412.025418
0.007471,-0.004308,-0.034576,1,-1,-656309.088059,-14269726.659876
0.007471,-0.004308,-0.034576,1,0,5810440.642524,-393465.696749
0.007471,-0.004308,-0.034576,1,1,-2125082.912687,658893.847362
0.038833,0.000961,-0.016420,0,0,19773616.472786,9735528.074175
0.038833,0.000961,-0.016420,1,-1,-8784191.164794,20675203.569252
0.038833,0.000961,-0.016420,1,0,3442502.316601,-13827516.887931
0.038833,0.000961,-0.016420,1,1,20263918.802014,-12423661.897206
0.037320,0.003522,-0.001608,0,0,-2334924.038240,-6631731.850667
0.037320,0.003522,-0.001608,1,-1,-7374215.161206,-411120.676658
0.037320,0.003522,-0.001608,1,0,-5841655.457035,-10906423.128365
0.037320,0.003522,-0.001608,1,1,4356162.468807,1030642.467385
-0.013313,0.007067,0.022770,0,0,648080.898509,12707954.095306
-0.013313,0.007067,0.022770,1,-1,5149231.175738,-23537363.411416
-0.013313,0.007067,0.022770,1,0,28595463.642663,12845554.982336
-0.013313,0.007067,0.022770,1,1,-13533836.220026,-7161740.624125
-0.004544,0.009888,-0.001661,0,0,2945554.394990,-11588785.649679
-0.004544,0.009888,-0.001661,1,-1,-17811207.947635,3378150.852410
-0.004544,0.009888,-0.001661,1,0,-1128487.022467,-3519591.820579
-0.004544,0.009888,-0.001661,1,1,-16628137.539614,-7882565.596897
-0.039239,0.002266,-0.007434,0,0,-10298319.711828,-4699915.237211
-0.039239,0.002266,-0.007434,1,-1,-9560718.388884,23344025.115708
-0.039239,0.002266,-0.007434,1,0,4352816.921900,12410668.475594
-0.039239,0.002266,-0.007434,1,1,-2704824.156697,-11250278.521824
0.002960,-0.007407,0.024758,0,0,-1266360.745460,-3727236.256399
0.002960,-0.007407,0.024758,1,-1,231604.908553,-1017843.517521
0.002960,-0.007407,0.024758,1,0,801567.458605,-836434.707045
0.002960,-0.007407,0.024758,1,1,3708609.705937,1932523.889825
-0.007006,0.009249,-0.011538,0,0,1959404.401436,-2892993.775225
-0.007006,0.009249,-0.011538,1,-1,18265159.932573,2593404.807667
-0.007006,0.009249,-0.011538,1,0,7689284.066778,-6022560.784084
-0.007006,0.009249,-0.011538,1,1,23610869.284897,11454149.274350
0.013439,0.008824,0.010412,0,0,-1266059.553359,5358242.334466
0.013439,0.008824,0.010412,1,-1,-10656062.123753,-3889083.325444
0.013439,0.008824,0.010412,1,0,5281827.321538,7069925.297200
0.013439,0.008824,0.010412,1,1,7585668.758490,-4223363.320194
-0.022612,0.007498,-0.009424,0,0,-6583929.031681,-1355203.158227
-0.022612,0.007498,-0.009424,1,-1,-2654556.340459,19064414.474633
-0.022612,0.007498,-0.009424,1,0,-9728341.043755,5246948.607174
-0.022612,0.007498,-0.009424,1,1,-2909391.013454,-9443751.685177
0.012001,-0.003080,0.036360,0,0,-3801918.264650,10434249.841193
0.012001,-0.003080,0.036360,1,-1,-6044552.773555,4734717.699379
0.012001,-0.003080,0.036360,1,0,-10616813.753720,-17088338.670038
0.012001,-0.003080,0.036360,1,1,16304256.655911,-10800280.652700
-0.029797,0.002322,-0.026520,0,0,-20695054.845584,-1355623.104362
-0.029797,0.002322,-0.026520,1,-1,6212345.695750,20835715.771894
-0.029797,0.002322,-0.026520,1,0,13888520.245376,6999069.479016
-0.029797,0.002322,-0.026520,1,1,-17224989.387341,-1160069.468477
0.027890,-0.002633,0.027539,0,0,-19856034.165342,21285536.457160
0.027890,-0.002633,0.027539,1,-1,13680352.691365,-18949764.594562
0.027890,-0.002633,0.027539,1,0,-11888887.193372,-14586608.105829
0.027890,-0.002633,0.027539,1,1,29308210.586944,-6494140.662840
-0.000229,0.009966,-0.002006,0,0,1524213.817445,-3927679.584482
-0.000229,0.009966,-0.002006,1,-1,-4339378.855799,10331940.489530
-0.000229,0.009966,-0.002006,1,0,3797353.257004,-2513830.682192
-0.000229,0.009966,-0.002006,1,1,-111736.092242,-7658129.912451
0.011298,0.007469,0.021914,0,0,-3527401.020607,-6277326.835841
0.011298,0.007469,0.021914,1,-1,7736360.912167,-11363518.570945
0.011298,0.007469,0.021914,1,0,-11565557.502374,-2424563.875045
0.011298,0.007469,0.021914,1,1,1992112.766748,15707850.295282
0.011092,-0.009485,0.001518,0,0,6019199.631147,-9057139.533311
0.011092,-0.009485,0.001518,1,-1,9291180.446817,14495525.893498
0.011092,-0.009485,0.001518,1,0,-5596860.801265,3556415.790912
0.011092,-0.009485,0.001518,1,1,10474276.128063,-1285451.552004
0.028028,0.005868,0.012760,0,0,8313208.455281,5899489.603266
0.028028,0.005868,0.012760,1,-1,-2891283.319089,25104828.081603
0.028028,0.005868,0.012760,1,0,-5797503.976874,-39478361.262435
0.028028,0.005868,0.012760,1,1,-12358222.393158,-13114372.293588
-0.032099,-0.004128,0.015954,0,0,4539644.870081,-18567036.743561
-0.032099,-0.004128,0.015954,1,-1,-18345859.455440,5384634.228768
-0.032099,-0.004128,0.015954,1,0,23457624.747680,44839104.763237
-0.032099,-0.004128,0.015954,1,1,6538582.554127,10346480.512981
-0.037925,0.003021,0.005852,0,0,2085480.649197,-1019003.723812
-0.037925,0.003021,0.005852,1,-1,5544962.914289,1182978.082802
-0.037925,0.003021,0.005852,1,0,-1688497.770055,4000410.253789
-0.037925,0.003021,0.005852,1,1,4409531.735625,8151134.024714
-0.025059,0.007353,0.002420,0,0,1127410.518987,888137.779497
-0.025059,0.007353,0.002420,1,-1,-1730197.881097,-2355953.902675
-0.025059,0.007353,0.002420,1,0,1474579.556827,-3496366.768319
-0.025059,0.007353,0.002420,1,1,-2857853.998498,3769607.643441
0.028775,0.004749,0.018426,0,0,3254526.078066,30241008.723714
0.028775,0.004749,0.018426,1,-1,-43766379.729947,-5239573.241889
0.028775,0.004749,0.018426,1,0,31948302.231043,812841.877124
0.028775,0.004749,0.018426,1,1,4265666.536675,-15758368.287116
-0.007402,0.005830,-0.030079,0,0,8415739.308644,-1575322.060361
-0.007402,0.005830,-0.030079,1,-1,6810629.945687,-5398342.556632
-0.007402,0.005830,-0.030079,1,0,345234.180594,-283337.087554
-0.007402,0.005830,-0.030079,1,1,11494052.501896,8894493.298066
0.000214,0.009965,-0.002179,0,0,1194090.614785,-2950449.065282
0.000214,0.009965,-0.002179,1,-1,-2681760.763846,11142658.032510
0.000214,0.009965,-0.002179,1,0,4314393.290239,-2168708.799200
0.000214,0.009965,-0.002179,1,1,2123665.944912,-7691226.028752
-0.002853,0.007779,-0.022938,0,0,-280694.159580,-511585.280632
-0.002853,0.007779,-0.022938,1,-1,-1177167.680733,-8679779.306744
-0.002853,0.007779,-0.022938,1,0,-9247600.434952,7830237.910991
-0.002853,0.007779,-0.022938,1,1,-8429119.122956,3080336.128811
-0.001413,-0.008829,0.016927,0,0,-2078906.079779,1070967.394284
-0.001413,-0.008829,0.016927,1,-1,7914901.300633,-907817.709604
-0.001413,-0.008829,0.016927,1,0,4320253.945614,-2726379.226983
-0.001413,-0.008829,0.016927,1,1,-403545.447808,4411618.338550
-0.015944,-0.007196,-0.020380,0,0,-4217494.686660,-3977331.846182
-0.015944,-0.007196,-0.020380,1,-1,-6387457.183797,3114208.345592
-0.015944,-0.007196,-0.020380,1,0,11881803.779819,8781635.378921
-0.015944,-0.007196,-0.020380,1,1,-4245095.471387,-10679975.663210
0.027972,0.002807,-0.026990,0,0,42377766.465863,4154339.057696
0.027972,0.002807,-0.026990,1,-1,51211721.884500,7143301.332015
0.027972,0.002807,-0.026990,1,0,-23772165.830940,-39555123.623132
0.027972,0.002807,-0.026990,1,1,40274242.922180,-34049890.164338
-0.016622,0.008246,-0.012378,0,0,-8376607.279705,14150740.100485
-0.016622,0.008246,-0.012378,1,-1,6871837.267802,16199839.232942
-0.016622,0.008246,-0.012378,1,0,1865433.177883,13636917.736875
-0.016622,0.008246,-0.012378,1,1,-4443522.694827,8416590.392266
-0.023679,-0.004477,-0.025688,0,0,-3572556.350203,25875206.654903
-0.023679,-0.004477,-0.025688,1,-1,18239101.036263,1894506.525704
-0.023679,-0.004477,-0.025688,1,0,-20354806.665918,-4326177.922803
-0.023679,-0.004477,-0.025688,1,1,897107.154432,27049980.289241
0.010550,-0.007882,-0.020010,0,0,11626125.669740,-4192837.570060
0.010550,-0.007882,-0.020010,1,-1,8327258.936528,13830445.602904
0.010550,-0.007882,-0.020010,1,0,-12927964.924887,9265674.520101
0.010550,-0.007882,-0.020010,1,1,9370195.959282,-13779985.820079
-0.037127,0.003191,-0.008140,0,0,-9192475.337069,2097930.044355
-0.037127,0.003191,-0.008140,1,-1,4620925.610663,12274576.738472
-0.037127,0.003191,-0.008140,1,0,11887709.379540,3288308.186490
-0.037127,0.003191,-0.008140,1,1,-7726734.863709,2678650.891741
0.009052,0.005631,0.030246,0,0,2845543.409609,-1213123.504247
0.009052,0.005631,0.030246,1,-1,2398986.491836,5066815.974753
0.009052,0.005631,0.030246,1,0,-610862.132300,-6255172.260616
0.009052,0.005631,0.030246,1,1,-3745298.079946,-2087522.188307
0.030003,-0.006071,-0.003352,0,0,-2898980.271459,-5667948.148025
0.030003,-0.006071,-0.003352,1,-1,571351.274910,3153605.129561
0.030003,-0.006071,-0.003352,1,0,7469858.186861,-2363332.374392
0.030003,-0.006071,-0.003352,1,1,-1709407.614969,-5134922.345561
0.031659,-0.005298,0.007888,0,0,15675662.900757,28241762.881300
0.031659,-0.005298,0.007888,1,-1,-22710227.565803,26872482.461519
0.031659,-0.005298,0.007888,1,0,-12256849.599900,20068890.354269
0.031659,-0.005298,0.007888,1,1,-11417292.228519,-15749293.145616
0.014947,0.004901,0.030355,0,0,4903715.339102,8778772.484873
0.014947,0.004901,0.030355,1,-1,-9538190.094155,1385678.985091
0.014947,0.004901,0.030355,1,0,19878957.805928,-12190278.993726
0.014947,0.004901,0.030355,1,1,-6850576.345755,-13858182.810724
-0.029696,0.000810,-0.030342,0,0,-18620351.926268,-20828920.984742
-0.029696,0.000810,-0.030342,1,-1,-36888317.109720,-5984575.292473
-0.029696,0.000810,-0.030342,1,0,-2101037.101220,13144397.239019
-0.029696,0.000810,-0.030342,1,1,-12443230.548893,-39560603.996158
0.015448,0.001929,0.037556,0,0,-12934449.203208,-4895606.927983
0.015448,0.001929,0.037556,1,-1,7309651.334183,-6187912.629510
0.015448,0.001929,0.037556,1,0,906114.292343,16987146.375444
