geo_name,sphere,mode,27,k,354.679264,max_r,0.100000
source_x,source_y,source_z,n,m,re,im
0.036091,0.014936,0.007144,0,0,1690971.735690,-15953702.886249
0.036091,0.014936,0.007144,1,-1,-67570815.346358,-32903693.852475
0.036091,0.014936,0.007144,1,0,-16329579.619851,-3048544.958136
0.036091,0.014936,0.007144,1,1,69726335.323925,23716925.393019
-0.021662,0.018969,0.027326,0,0,26527713.935758,-11085328.801278
-0.021662,0.018969,0.027326,1,-1,8075817.772524,-8594915.438375
-0.021662,0.018969,0.027326,1,0,-1272459.872730,-10826294.954939
-0.021662,0.018969,0.027326,1,1,8074439.540401,-22492912.242365
-0.026900,-0.006529,0.028354,0,0,11518997.591275,-12672153.053424
-0.026900,-0.006529,0.028354,1,-1,111841534.638070,-36886531.848714
-0.026900,-0.006529,0.028354,1,0,26562427.972859,6684146.749129
-0.026900,-0.006529,0.028354,1,1,-48707396.559640,-109375957.533890
-0.024022,-0.015547,0.027479,0,0,11378954.707735,-24007888.908124
-0.024022,-0.015547,0.027479,1,-1,100693058.886260,-24260381.791202
-0.024022,-0.015547,0.027479,1,0,55852302.112921,33248175.936042
-0.024022,-0.015547,0.027479,1,1,-70807454.069983,-90449404.985316
-0.034611,0.016964,0.009564,0,0,9610698.508299,-845940.109953
-0.034611,0.016964,0.009564,1,-1,-15039604.334313,8722750.796866
-0.034611,0.016964,0.009564,1,0,10759364.510236,4047660.566020
-0.034611,0.016964,0.009564,1,1,1000043.455010,12897090.064917
0.010430,0.037076,-0.009450,0,0,16333877.500227,-34719499.088459
0.010430,0.037076,-0.009450,1,-1,-15197686.559661,6849902.886829
0.010430,0.037076,-0.009450,1,0,-176182157.887592,-72239579.352441
0.010430,0.037076,-0.009450,1,1,26174366.862308,27114602.408257
0.007052,0.035562,-0.016049,0,0,-46323875.107225,-69081961.300142
0.007052,0.035562,-0.016049,1,-1,-23135629.892024,63781138.192032
0.007052,0.035562,-0.016049,1,0,-48512672.237599,-1968582.328088
0.007052,0.035562,-0.016049,1,1,-19685468.693762,35352819.293004
-0.006088,0.017314,-0.035222,0,0,-513312.397015,-20604239.631678
-0.006088,0.017314,-0.035222,1,-1,18621024.475466,-981070.412216
-0.006088,0.017314,-0.035222,1,0,7339290.342332,3084879.810648
-0.006088,0.017314,-0.035222,1,1,-24699167.799825,-11030246.094838
-0.013237,-0.032838,-0.017817,0,0,46352695.834061,10559880.980599
