geo_name,sphere,mode,18,k,343.342190,max_r,0.100000
source_x,source_y,source_z,n,m,re,im
0.036091,0.014936,0.007144,0,0,1958044.500181,-18495769.437380
0.036091,0.014936,0.007144,1,-1,-8001876.180447,39389279.708605
0.036091,0.014936,0.007144,1,0,-2719136.858124,30619801.422704
0.036091,0.014936,0.007144,1,1,-7837547.575235,-39060107.615579
-0.021662,0.018969,0.027326,0,0,3400771.800675,9207424.347385
-0.021662,0.018969,0.027326,1,-1,-29727582.642662,-23812905.817784
-0.021662,0.018969,0.027326,1,0,-2747338.108846,53121131.025891
-0.021662,0.018969,0.027326,1,1,-29845023.998867,22096747.972539
-0.026900,-0.006529,0.028354,0,0,523599.139190,3351194.554714
-0.026900,-0.006529,0.028354,1,-1,-9015126.921750,-17382812.402481
-0.026900,-0.006529,0.028354,1,0,-962600.000002,21359806.875864
-0.026900,-0.006529,0.028354,1,1,-9978847.224556,14066817.117871
-0.024022,-0.015547,0.027479,0,0,-9887.122721,-13876631.193671
-0.024022,-0.015547,0.027479,1,-1,-8960378.693846,-3274814.576516
-0.024022,-0.015547,0.027479,1,0,3508401.129588,-11601404.338884
-0.024022,-0.015547,0.027479,1,1,-8737595.029111,918263.188347
-0.034611,0.016964,0.009564,0,0,-1776902.127500,-7319206.663412
-0.034611,0.016964,0.009564,1,-1,2001818.563182,-19521258.491572
-0.034611,0.016964,0.009564,1,0,-787963.693849,21200952.755606
-0.034611,0.016964,0.009564,1,1,4470174.212683,22562960.194033
0.010430,0.037076,-0.009450,0,0,1466522.114467,8445623.614251
0.010430,0.037076,-0.009450,1,-1,-14589191.343391,-9991299.403601
0.010430,0.037076,-0.009450,1,0,1442238.134492,-45773997.742507
0.010430,0.037076,-0.009450,1,1,-11666932.984779,10382247.697060
0.007052,0.035562,-0.016049,0,0,3937197.040141,-661398.057019
0.007052,0.035562,-0.016049,1,-1,-22232223.164580,640388.428946
0.007052,0.035562,-0.016049,1,0,122171.233450,-65882634.916684
0.007052,0.035562,-0.016049,1,1,-17909533.489831,467163.224828
-0.006088,0.017314,-0.035222,0,0,-1788513.665896,1152552.594650
-0.006088,0.017314,-0.035222,1,-1,14787432.471483,7513625.061793
-0.006088,0.017314,-0.035222,1,0,1771561.972098,-3974551.779081
-0.006088,0.017314,-0.035222,1,1,18164316.760336,-7957693.560047
-0.013237,-0.032838,-0.017817,0,0,-1592493.946546,-8239234.463098
-0.013237,-0.032838,-0.017817,1,-1,7846159.501577,-3090868.685738
-0.013237,-0.032838,-0.017817,1,0,-2194630.466406,-8905227.852972
-0.013237,-0.032838,-0.017817,1,1,6551837.478377,2818287.492020
-0.017181,-0.035689,-0.001534,0,0,-1143248.418352,1072497.812115
-0.017181,-0.035689,-0.001534,1,-1,5321258.296305,-7453789.075784
-0.017181,-0.035689,-0.001534,1,0,-1168810.483389,-18085981.318199
-0.017181,-0.035689,-0.001534,1,1,5441779.222887,7754405.851866
-0.030868,-0.002119,0.024829,0,0,80631.457036,15749268.515910
-0.030868,-0.002119,0.024829,1,-1,-25902837.620791,-17551812.531992
-0.030868,-0.002119,0.024829,1,0,1800091.580459,-1201138.703896
-0.030868,-0.002119,0.024829,1,1,-33336936.520212,14405204.870076
-0.037935,0.011408,-0.001749,0,0,-3604386.125952,2135758.836435
-0.037935,0.011408,-0.001749,1,-1,985912.314475,-9724426.167035
-0.037935,0.011408,-0.001749,1,0,-1797274.021047,6810015.966418
-0.037935,0.011408,-0.001749,1,1,2460245.006307,8817736.047801
-0.038089,0.007216,-0.008356,0,0,-3163174.949637,-3703849.383173
-0.038089,0.007216,-0.008356,1,-1,-11471734.233127,8406908.242627
-0.038089,0.007216,-0.008356,1,0,-228448.288068,-6577595.276781
-0.038089,0.007216,-0.008356,1,1,-9118504.421114,-7951133.364017
-0.010828,-0.026962,0.027014,0,0,-1876796.461367,-4598793.228021
-0.010828,-0.026962,0.027014,1,-1,10465863.933483,-5131084.495774
-0.010828,-0.026962,0.027014,1,0,-2961692.465917,-4217393.068480
-0.010828,-0.026962,0.027014,1,1,11338276.806986,8278256.458333
0.026455,0.026550,-0.012964,0,0,-4106924.150297,-6807644.167754
0.026455,0.026550,-0.012964,1,-1,2196585.652766,-11631869.468689
0.026455,0.026550,-0.012964,1,0,1297410.306501,-1131979.252917
0.026455,0.026550,-0.012964,1,1,1084169.758110,12425614.043326
-0.037066,-0.007971,0.011669,0,0,539058.810437,6333633.591206
-0.037066,-0.007971,0.011669,1,-1,-1411416.719238,3763247.787865
-0.037066,-0.007971,0.011669,1,0,-679326.800659,5685253.176489
-0.037066,-0.007971,0.011669,1,1,-5037482.531789,-3835010.156120
0.026452,0.027650,-0.010741,0,0,-3651720.146596,-8028243.347059
0.026452,0.027650,-0.010741,1,-1,3497444.703900,-4578927.964309
0.026452,0.027650,-0.010741,1,0,898277.217415,2288776.558448
0.026452,0.027650,-0.010741,1,1,1566843.290972,4919135.951790
0.010988,0.011678,0.036253,0,0,-5759616.136427,32272295.528116
0.010988,0.011678,0.036253,1,-1,71837870.304380,-38534546.021454
0.010988,0.011678,0.036253,1,0,3305138.287965,-42248051.645896
0.010988,0.011678,0.036253,1,1,64378937.172982,40566585.219449
0.018692,-0.020512,-0.028299,0,0,3990611.598788,-5653356.277303
0.018692,-0.020512,-0.028299,1,-1,-12510402.443432,-10095246.902423
0.018692,-0.020512,-0.028299,1,0,1472107.527973,-1746960.056249
0.018692,-0.020512,-0.028299,1,1,-9643463.646724,11304706.849560
0.015276,0.021843,0.029383,0,0,-1824058.425811,-10664292.089938
0.015276,0.021843,0.029383,1,-1,6498726.526366,-10973388.965509
0.015276,0.021843,0.029383,1,0,-288247.673217,399123.338720
0.015276,0.021843,0.029383,1,1,5508058.682073,11817606.823439
0.035139,-0.018368,-0.001986,0,0,-5582962.889019,-5810253.398518
0.035139,-0.018368,-0.001986,1,-1,4597616.294744,-20096878.687536
0.035139,-0.018368,-0.001986,1,0,-294117.731528,-3924948.927932
0.035139,-0.018368,-0.001986,1,1,-5074734.926519,9833584.507347
0.022865,-0.021872,0.023833,0,0,2527730.098053,-11480877.268961
0.022865,-0.021872,0.023833,1,-1,-42379948.831042,12305006.299443
0.022865,-0.021872,0.023833,1,0,3041601.978890,-24894013.909261
0.022865,-0.021872,0.023833,1,1,-37469553.051392,-14283018.361996
0.039645,-0.000479,0.001518,0,0,-1008531.289147,11457208.182907
0.039645,-0.000479,0.001518,1,-1,8198141.797972,18444758.946332
0.039645,-0.000479,0.001518,1,0,4716984.499286,-12216127.711070
0.039645,-0.000479,0.001518,1,1,7599848.873887,-17639867.300816
-0.036602,-0.005926,0.014093,0,0,278216.225761,11299488.495584
-0.036602,-0.005926,0.014093,1,-1,-1533357.779700,7021945.342179
-0.036602,-0.005926,0.014093,1,0,-1221403.912400,376730.462858
-0.036602,-0.005926,0.014093,1,1,-4700521.757402,-7394823.581801
0.034907,0.007150,0.017382,0,0,6997130.760984,-35439242.839077
0.034907,0.007150,0.017382,1,-1,-46703517.954135,76633843.811267
0.034907,0.007150,0.017382,1,0,-5123230.408389,28060368.706831
0.034907,0.007150,0.017382,1,1,-36268068.642779,-77423810.987984
-0.039075,0.001976,0.006473,0,0,-1035914.880434,-6120761.358124
-0.039075,0.001976,0.006473,1,-1,-7642384.991158,-10021177.183508
-0.039075,0.001976,0.006473,1,0,-2463860.765678,9102956.745683
-0.039075,0.001976,0.006473,1,1,-9895735.120849,10020488.766087
0.023875,0.031522,0.002800,0,0,-2891578.986679,-307174.725992
0.023875,0.031522,0.002800,1,-1,-5231971.468812,-4105738.259691
0.023875,0.031522,0.002800,1,0,2902904.749762,-2489713.985512
0.023875,0.031522,0.002800,1,1,-7586290.522699,6237870.437412
0.000788,-0.033896,0.020596,0,0,11077105.155736,-34887776.964690
0.000788,-0.033896,0.020596,1,-1,-31076751.381223,4803076.644492
0.000788,-0.033896,0.020596,1,0,8271897.800494,-110649198.920506
0.000788,-0.033896,0.020596,1,1,-36696642.002136,-10860218.550283
0.024486,0.002360,-0.031135,0,0,2123970.914178,16517138.438935
0.024486,0.002360,-0.031135,1,-1,-31725975.014487,-4913691.059050
0.024486,0.002360,-0.031135,1,0,1333103.131711,739104.735747
0.024486,0.002360,-0.031135,1,1,-32060281.552712,4922917.519803
-0.035273,-0.018085,-0.002139,0,0,-930232.246416,98742.050300
-0.035273,-0.018085,-0.002139,1,-1,-11987068.658674,26353526.366968
-0.035273,-0.018085,-0.002139,1,0,-685812.096063,8531086.215688
-0.035273,-0.018085,-0.002139,1,1,-7147126.459849,-28886480.346641
0.019999,-0.023501,-0.024878,0,0,2988472.808710,3711221.750813
0.019999,-0.023501,-0.024878,1,-1,-16997496.383398,-8573649.357064
0.019999,-0.023501,-0.024878,1,0,147305.200016,12708614.074236
0.019999,-0.023501,-0.024878,1,1,-16345341.659597,7186188.114837
0.023351,0.026062,0.018757,0,0,-676902.570031,12199522.589967
0.023351,0.026062,0.018757,1,-1,5692208.220935,9694876.104496
