geo_name,sphere,mode,10,k,280.874215,max_r,0.100000
source_x,source_y,source_z,n,m,re,im
0.036091,0.014936,0.007144,0,0,-904989.269571,5051037.030793
0.036091,0.014936,0.007144,1,-1,5362958.670735,44541.115264
0.036091,0.014936,0.007144,1,0,-855211.696552,-1229724.214951
0.036091,0.014936,0.007144,1,1,5027947.795046,2295261.428304
-0.021662,0.018969,0.027326,0,0,1100440.183317,-3159847.047139
-0.021662,0.018969,0.027326,1,-1,-7260897.156457,-13855986.264988
-0.021662,0.018969,0.027326,1,0,-928213.569168,16891353.499471
-0.021662,0.018969,0.027326,1,1,-11203431.448103,11421573.889810
-0.026900,-0.006529,0.028354,0,0,-2041451.458153,5811849.329201
-0.026900,-0.006529,0.028354,1,-1,-10088309.179630,-16822736.449300
-0.026900,-0.006529,0.028354,1,0,588325.665702,-4032097.019442
-0.026900,-0.006529,0.028354,1,1,-11863736.796106,16453284.686265
-0.024022,-0.015547,0.027479,0,0,-3593610.632962,14249939.638884
-0.024022,-0.015547,0.027479,1,-1,-9957299.260360,-12183658.117874
-0.024022,-0.015547,0.027479,1,0,1156157.642947,-17504893.893808
-0.024022,-0.015547,0.027479,1,1,-9231623.573072,11813959.729171
-0.034611,0.016964,0.009564,0,0,-67103.693454,-566000.022479
-0.034611,0.016964,0.009564,1,-1,1010538.260166,-6295481.533163
-0.034611,0.016964,0.009564,1,0,152062.224670,3849979.006766
-0.034611,0.016964,0.009564,1,1,-188629.079129,6347191.888669
0.010430,0.037076,-0.009450,0,0,730536.966587,-1063727.092342
0.010430,0.037076,-0.009450,1,-1,4117166.986128,-2976808.383587
0.010430,0.037076,-0.009450,1,0,2343940.686983,-12780563.809799
0.010430,0.037076,-0.009450,1,1,4590130.998365,3945503.435342
0.007052,0.035562,-0.016049,0,0,121222.813226,5668573.770808
0.007052,0.035562,-0.016049,1,-1,-3186682.578025,2924125.091577
0.007052,0.035562,-0.016049,1,0,2047040.552815,-14546499.713664
0.007052,0.035562,-0.016049,1,1,-1253175.035738,-2706126.737495
-0.006088,0.017314,-0.035222,0,0,-131277.895923,-569391.548863
-0.006088,0.017314,-0.035222,1,-1,-8183892.365803,-6790683.774493
-0.006088,0.017314,-0.035222,1,0,1278129.392183,-5972174.851369
-0.006088,0.017314,-0.035222,1,1,-8613697.396269,3777632.340754
-0.013237,-0.032838,-0.017817,0,0,1785367.815422,-3115001.964191
-0.013237,-0.032838,-0.017817,1,-1,1610750.750711,3097932.619995
-0.013237,-0.032838,-0.017817,1,0,765143.644222,570097.245536
-0.013237,-0.032838,-0.017817,1,1,1559110.320667,-2967838.734609
-0.017181,-0.035689,-0.001534,0,0,515975.918174,-2635631.607950
-0.017181,-0.035689,-0.001534,1,-1,2210125.023942,-4640862.254026
-0.017181,-0.035689,-0.001534,1,0,1142721.832813,-8631041.695409
-0.017181,-0.035689,-0.001534,1,1,700061.537860,4800552.962045
-0.030868,-0.002119,0.024829,0,0,-1930476.902875,6214765.384496
-0.030868,-0.002119,0.024829,1,-1,-13146073.592624,-18199353.218609
-0.030868,-0.002119,0.024829,1,0,773445.326199,-10073618.897626
-0.030868,-0.002119,0.024829,1,1,-15378919.639289,14901906.582442
-0.037935,0.011408,-0.001749,0,0,-1264929.443629,6553184.597608
-0.037935,0.011408,-0.001749,1,-1,738447.154708,-6991926.114939
-0.037935,0.011408,-0.001749,1,0,-685389.438912,6095586.242866
-0.037935,0.011408,-0.001749,1,1,-675436.804757,7364806.830196
-0.038089,0.007216,-0.008356,0,0,-1313492.364274,5339195.009849
-0.038089,0.007216,-0.008356,1,-1,4841550.505698,-10173975.435502
-0.038089,0.007216,-0.008356,1,0,50173.750923,2639260.218938
-0.038089,0.007216,-0.008356,1,1,1370662.832918,10681552.653500
-0.010828,-0.026962,0.027014,0,0,-1144017.064543,-5865105.482933
-0.010828,-0.026962,0.027014,1,-1,-12896668.597538,-10469257.987214
-0.010828,-0.026962,0.027014,1,0,381031.131786,-18674418.035294
-0.010828,-0.026962,0.027014,1,1,-13807720.415783,8199155.443555
0.026455,0.026550,-0.012964,0,0,-1398515.748697,294029.040208
0.026455,0.026550,-0.012964,1,-1,-6536360.728272,-9384722.596802
0.026455,0.026550,-0.012964,1,0,6091908.209935,-19698075.093295
0.026455,0.026550,-0.012964,1,1,-8992604.736976,6597229.835511
-0.037066,-0.007971,0.011669,0,0,-1148509.771272,4239828.450525
-0.037066,-0.007971,0.011669,1,-1,-4277945.827767,-8416427.000838
-0.037066,-0.007971,0.011669,1,0,529000.721752,-2041759.285619
-0.037066,-0.007971,0.011669,1,1,-5626174.245435,7122722.327533
0.026452,0.027650,-0.010741,0,0,-1143447.011214,280318.563186
0.026452,0.027650,-0.010741,1,-1,-3464147.156597,-9026763.895031
0.026452,0.027650,-0.010741,1,0,4124149.540399,-16772874.641180
0.026452,0.027650,-0.010741,1,1,-5555051.326535,6846650.176365
0.010988,0.011678,0.036253,0,0,1217071.191979,-3638475.580752
0.010988,0.011678,0.036253,1,-1,-344817.128018,2944112.243739
0.010988,0.011678,0.036253,1,0,-1016749.671847,3326540.899030
0.010988,0.011678,0.036253,1,1,696348.173658,-2668400.275464
0.018692,-0.020512,-0.028299,0,0,873627.858884,-5898985.864175
0.018692,-0.020512,-0.028299,1,-1,-4796077.164214,-3731785.063264
0.018692,-0.020512,-0.028299,1,0,-139254.265566,19810.724441
0.018692,-0.020512,-0.028299,1,1,-5942634.685753,1844608.650164
0.015276,0.021843,0.029383,0,0,-87358.532132,3680216.989267
0.015276,0.021843,0.029383,1,-1,-884929.087694,220454.923528
0.015276,0.021843,0.029383,1,0,188100.929604,571258.118133
0.015276,0.021843,0.029383,1,1,-788781.413288,365458.528732
0.035139,-0.018368,-0.001986,0,0,-1212691.893223,3208121.530409
0.035139,-0.018368,-0.001986,1,-1,4759803.066507,-8291976.234402
0.035139,-0.018368,-0.001986,1,0,-1353565.869541,11622634.689983
0.035139,-0.018368,-0.001986,1,1,1187478.430423,7973500.053976
0.022865,-0.021872,0.023833,0,0,-93831.840548,-2773787.763650
0.022865,-0.021872,0.023833,1,-1,-829512.266255,-1839706.464861
0.022865,-0.021872,0.023833,1,0,-755117.856504,1848514.151078
0.022865,-0.021872,0.023833,1,1,-124605.956325,2231412.950169
0.039645,-0.000479,0.001518,0,0,340210.129491,1477973.976646
0.039645,-0.000479,0.001518,1,-1,-3923268.964984,-18082492.990104
0.039645,-0.000479,0.001518,1,0,-274534.432855,3844218.905892
0.039645,-0.000479,0.001518,1,1,-6143588.980567,16151203.124133
-0.036602,-0.005926,0.014093,0,0,-1250935.316340,5724426.127458
-0.036602,-0.005926,0.014093,1,-1,-6852460.627588,-7740777.100688
-0.036602,-0.005926,0.014093,1,0,795779.464188,-6190696.459810
-0.036602,-0.005926,0.014093,1,1,-8076966.240635,6348579.265029
0.034907,0.007150,0.017382,0,0,-144715.955928,1182786.935640
0.034907,0.007150,0.017382,1,-1,-1383262.781986,2278846.110723
0.034907,0.007150,0.017382,1,0,-158368.722144,2374848.278912
0.034907,0.007150,0.017382,1,1,23951.458642,-2956435.961682
-0.039075,0.001976,0.006473,0,0,-1242874.274444,9907894.034292
-0.039075,0.001976,0.006473,1,-1,-1790988.232726,-11454824.248327
-0.039075,0.001976,0.006473,1,0,11326.779952,1967367.577987
-0.039075,0.001976,0.006473,1,1,-4778994.144201,8941738.965541
0.023875,0.031522,0.002800,0,0,57322.925751,-2552475.097389
0.023875,0.031522,0.002800,1,-1,-538805.108304,-2377413.341529
0.023875,0.031522,0.002800,1,0,1451623.891195,-7973779.209859
0.023875,0.031522,0.002800,1,1,-1241224.657084,2591267.067407
0.000788,-0.033896,0.020596,0,0,-188579.277422,6823466.492296
0.000788,-0.033896,0.020596,1,-1,-10760186.807806,-2830204.128618
0.000788,-0.033896,0.020596,1,0,2725021.882329,-18434546.471951
0.000788,-0.033896,0.020596,1,1,-13808532.464602,-1519066.306583
0.024486,0.002360,-0.031135,0,0,-1510333.019084,7641682.712085
0.024486,0.002360,-0.031135,1,-1,-11510178.926004,-15698164.741814
0.024486,0.002360,-0.031135,1,0,-819011.861619,-2398508.740788
0.024486,0.002360,-0.031135,1,1,-12713239.514556,12230192.643762
-0.035273,-0.018085,-0.002139,0,0,-1290080.050242,2152971.594572
-0.035273,-0.018085,-0.002139,1,-1,-3169093.646127,-15716593.289314
-0.035273,-0.018085,-0.002139,1,0,680916.928252,-11629574.672884
-0.035273,-0.018085,-0.002139,1,1,-5388890.918825,15831037.157940
0.019999,-0.023501,-0.024878,0,0,479577.329921,-4087341.442531
0.019999,-0.023501,-0.024878,1,-1,-3202234.654249,-3106823.946578
0.019999,-0.023501,-0.024878,1,0,-821818.115929,4034470.655967
0.019999,-0.023501,-0.024878,1,1,-3563547.886843,1533112.106527
0.023351,0.026062,0.018757,0,0,298736.122344,-2373606.288114
0.023351,0.026062,0.018757,1,-1,537946.769126,-1637325.357987
0.023351,0.026062,0.018757,1,0,644989.672341,-1127814.116053
0.023351,0.026062,0.018757,1,1,114940.679179,1246185.671342
0.017208,-0.027882,-0.022304,0,0,993263.819764,-4229179.359530
0.017208,-0.027882,-0.022304,1,-1,-3357027.934563,-3107060.171914
0.017208,-0.027882,-0.022304,1,0,-1157335.077521,6465710.348983
0.017208,-0.027882,-0.022304,1,1,-3418660.934352,3045327.805079
-0.017984,-0.020118,-0.029026,0,0,186275.772303,3370296.182651
-0.017984,-0.020118,-0.029026,1,-1,1532218.360739,1992573.330964
-0.017984,-0.020118,-0.029026,1,0,-1108925.148875,3087341.813526
-0.017984,-0.020118,-0.029026,1,1,923810.651667,-2314338.994382
-0.016379,-0.033428,-0.013666,0,0,1500710.922092,-5052483.425338
-0.016379,-0.033428,-0.013666,1,-1,-1549201.134481,1667256.641570
-0.016379,-0.033428,-0.013666,1,0,1132435.063233,-265703.825425
-0.016379,-0.033428,-0.013666,1,1,-1808894.370275,-2254693.553532
0.006626,-0.027651,-0.027678,0,0,1704796.302526,-656113.890264
0.006626,-0.027651,-0.027678,1,-1,-7080907.957922,-4822988.890796
0.006626,-0.027651,-0.027678,1,0,335512.430539,4186024.639388
0.006626,-0.027651,-0.027678,1,1,-6914827.375886,3437225.654673
0.026507,-0.019616,-0.022002,0,0,-36099.388252,-2962818.248078
0.026507,-0.019616,-0.022002,1,-1,-1080003.208790,-5830359.591971
0.026507,-0.019616,-0.022002,1,0,-1221174.765054,9503543.388073
0.026507,-0.019616,-0.022002,1,1,-3417980.266227,3658693.532209
0.032884,-0.020225,-0.009057,0,0,28786.646658,-1920708.074874
0.032884,-0.020225,-0.009057,1,-1,-7756831.159801,-10821838.191710
0.032884,-0.020225,-0.009057,1,0,-1484312.843038,9725837.340464
0.032884,-0.020225,-0.009057,1,1,-11768778.738760,7451411.293460
0.010424,-0.021145,0.031940,0,0,139238.163730,-1746960.895697
0.010424,-0.021145,0.031940,1,-1,-5221989.310638,-27989.641124
0.010424,-0.021145,0.031940,1,0,512240.410855,-4161067.705328
0.010424,-0.021145,0.031940,1,1,-5106373.463135,-1206364.142228
0.030302,0.025276,-0.004079,0,0,-1000044.130683,-879164.640511
0.030302,0.025276,-0.004079,1,-1,-1165512.197223,-9795315.238244
0.030302,0.025276,-0.004079,1,0,2226924.166163,-10567928.619948
0.030302,0.025276,-0.004079,1,1,-4142078.060920,9688397.763124
-0.037152,0.010760,0.008907,0,0,-751173.575045,5953476.712157
-0.037152,0.010760,0.008907,1,-1,-1829706.234026,-8788732.113397
-0.037152,0.010760,0.008907,1,0,469750.719471,-5139829.802111
-0.037152,0.010760,0.008907,1,1,-3975833.384012,8150915.993428
0.006217,-0.022397,0.032222,0,0,-475426.982110,2666634.174781
0.006217,-0.022397,0.032222,1,-1,-9115653.386562,-6180960.060533
0.006217,-0.022397,0.032222,1,0,1390994.637494,-11453548.866867
0.006217,-0.022397,0.032222,1,1,-11179056.510180,3767892.249528
0.015094,-0.018148,-0.031829,0,0,1038739.320574,-6953467.473985
0.015094,-0.018148,-0.031829,1,-1,-4152748.644323,-5163863.454499
0.015094,-0.018148,-0.031829,1,0,-20444.784252,512342.736808
0.015094,-0.018148,-0.031829,1,1,-4789531.748760,4356010.768419
0.009083,-0.009485,0.037452,0,0,62744.739819,1283965.722200
0.009083,-0.009485,0.037452,1,-1,-3138881.476335,-2258441.472924
0.009083,-0.009485,0.037452,1,0,217240.624092,-1309921.754425
0.009083,-0.009485,0.037452,1,1,-3494871.403205,1330018.896285
0.035775,-0.011903,0.012176,0,0,-1738777.965044,1583624.726797
0.035775,-0.011903,0.012176,1,-1,4223806.680408,-9096991.598020
0.035775,-0.011903,0.012176,1,0,-589574.528074,8695484.659231
0.035775,-0.011903,0.012176,1,1,1702646.417092,10166156.478362
-0.019547,-0.022559,-0.026068,0,0,781036.458147,-844227.944250
-0.019547,-0.022559,-0.026068,1,-1,4160813.807104,2199905.684981
-0.019547,-0.022559,-0.026068,1,0,-1027744.235721,5493623.026202
-0.019547,-0.022559,-0.026068,1,1,3852307.515083,-469029.211489
-0.022323,0.030775,-0.011545,0,0,790013.091439,-734075.072073
-0.022323,0.030775,-0.011545,1,-1,1710462.735940,1387503.400475
