geo_name,rod,mode,2,k,255.125996,max_r,0.022545
source_x,source_y,source_z,n,m,re,im
-0.000491,-0.011233,0.000317,0,0,22534.051002,299754.795736
-0.000491,-0.011233,0.000317,1,-1,3513123.698852,6432.525576
-0.000491,-0.011233,0.000317,1,0,88048.115944,-2058924.940978
-0.000491,-0.011233,0.000317,1,1,3529405.123169,257319.933217
0.000326,0.011111,0.000487,0,0,-3089.950683,-1740611.840477
0.000326,0.011111,0.000487,1,-1,-1393458.006173,-3023002.594248
0.000326,0.011111,0.000487,1,0,-106584.290740,3114455.278320
0.000326,0.011111,0.000487,1,1,-1572820.767895,2945787.895701
0.000376,0.014028,0.000438,0,0,-30636.020887,-676213.656900
0.000376,0.014028,0.000438,1,-1,-2352464.184313,-1749437.646329
0.000376,0.014028,0.000438,1,0,-56227.862220,1039177.497116
0.000376,0.014028,0.000438,1,1,-2450978.771399,1581874.971975
-0.000306,0.011918,0.000496,0,0,-16609.249840,-917326.542158
-0.000306,0.011918,0.000496,1,-1,-3577912.938444,-1221143.748573
-0.000306,0.011918,0.000496,1,0,100683.175743,-1844571.774704
-0.000306,0.011918,0.000496,1,1,-3730516.450159,1004714.697292
-0.000532,-0.000777,0.000230,0,0,3247.820239,372975.937960
-0.000532,-0.000777,0.000230,1,-1,432598.434939,195355.604818
-0.000532,-0.000777,0.000230,1,0,3720.757215,-107276.857343
-0.000532,-0.000777,0.000230,1,1,469048.455383,-141402.579906
0.000499,0.003412,-0.000306,0,0,5637.836366,593359.258446
0.000499,0.003412,-0.000306,1,-1,-199484.274121,-1116970.902622
0.000499,0.003412,-0.000306,1,0,50438.450144,-2876754.094486
0.000499,0.003412,-0.000306,1,1,-256221.466234,1055648.404912
-0.000351,0.019559,-0.000460,0,0,-93473.126566,-355735.529763
-0.000351,0.019559,-0.000460,1,-1,1594246.537240,926699.288817
-0.000351,0.019559,-0.000460,1,0,-76278.602152,3454141.764956
-0.000351,0.019559,-0.000460,1,1,1841847.510931,-903227.117069
0.000124,0.001134,-0.000575,0,0,-5552.072514,518421.143633
0.000124,0.001134,-0.000575,1,-1,-608505.670214,-423376.937042
0.000124,0.001134,-0.000575,1,0,-9050.109039,-65935.062680
0.000124,0.001134,-0.000575,1,1,-625830.109515,393524.387279
0.000281,0.014123,-0.000507,0,0,-18477.579574,-1218170.333356
0.000281,0.014123,-0.000507,1,-1,-2580447.101855,425647.658546
0.000281,0.014123,-0.000507,1,0,64443.161812,-428008.492244
0.000281,0.014123,-0.000507,1,1,-2454110.644287,-770746.864185
-0.000580,-0.008109,-0.000064,0,0,32456.942881,82555.990897
-0.000580,-0.008109,-0.000064,1,-1,5816576.825530,302615.806880
-0.000580,-0.008109,-0.000064,1,0,12753.137394,-1033130.907472
-0.000580,-0.008109,-0.000064,1,1,5782069.971407,59794.497008
0.000390,0.004130,0.000427,0,0,-40859.364638,369832.106828
0.000390,0.004130,0.000427,1,-1,-2593929.409130,-2717597.219130
0.000390,0.004130,0.000427,1,0,-15657.974511,371009.826352
0.000390,0.004130,0.000427,1,1,-2801079.220104,2519952.119280
-0.000579,-0.007264,-0.000013,0,0,35214.612807,-58842.411402
-0.000579,-0.007264,-0.000013,1,-1,3192472.075984,1651501.712965
-0.000579,-0.007264,-0.000013,1,0,-8932.480219,-642409.336833
-0.000579,-0.007264,-0.000013,1,1,3257478.469454,-1453872.552992
0.000544,0.006410,-0.000200,0,0,87964.894982,-2306250.980322
0.000544,0.006410,-0.000200,1,-1,-9803488.890731,-766409.148949
0.000544,0.006410,-0.000200,1,0,-250985.020837,6753858.917749
0.000544,0.006410,-0.000200,1,1,-9797338.987523,93885.009988
-0.000325,0.009503,0.000485,0,0,30072.156101,-2389067.640986
-0.000325,0.009503,0.000485,1,-1,-1316268.441795,-4372490.967218
-0.000325,0.009503,0.000485,1,0,-171064.862451,5331664.574695
-0.000325,0.009503,0.000485,1,1,-1595320.597703,4334800.200925
0.000496,-0.012259,-0.000305,0,0,54159.046294,218176.924248
0.000496,-0.012259,-0.000305,1,-1,3266684.336995,1812146.078742
0.000496,-0.012259,-0.000305,1,0,95682.550313,-778034.870634
0.000496,-0.012259,-0.000305,1,1,3502970.393709,-1462448.234853
-0.000573,0.007537,0.000129,0,0,28812.119620,-1587193.231985
-0.000573,0.007537,0.000129,1,-1,-5942945.237246,-1733012.785991
-0.000573,0.007537,0.000129,1,0,128224.957144,-2861341.693149
-0.000573,0.007537,0.000129,1,1,-5976319.541621,1342313.690056
0.000550,-0.001985,-0.000187,0,0,-1232.201921,616470.474464
0.000550,-0.001985,-0.000187,1,-1,2566853.689623,140473.209130
0.000550,-0.001985,-0.000187,1,0,71146.048006,-2054178.177158
0.000550,-0.001985,-0.000187,1,1,2564828.787459,8922.125974
0.000154,0.004210,0.000561,0,0,-65585.779313,496331.406038
0.000154,0.004210,0.000561,1,-1,-3204746.629211,-5323120.132654
0.000154,0.004210,0.000561,1,0,-34677.139047,-330594.364241
0.000154,0.004210,0.000561,1,1,-3564687.990754,5168620.946471
-0.000380,-0.014578,-0.000437,0,0,102835.818438,-379115.986217
-0.000380,-0.014578,-0.000437,1,-1,1749604.723235,385747.369647
-0.000380,-0.014578,-0.000437,1,0,-7332.529328,-200746.694601
-0.000380,-0.014578,-0.000437,1,1,1601673.138492,-305015.286998
0.000365,0.016610,0.000446,0,0,-42645.853753,-440915.636477
0.000365,0.016610,0.000446,1,-1,365137.571262,-365425.251045
0.000365,0.016610,0.000446,1,0,-47386.016286,-108350.638802
0.000365,0.016610,0.000446,1,1,302058.310271,253894.253640
