geo_name,bunny,mode,10,k,325.388266,max_r,0.026161
source_x,source_y,source_z,n,m,re,im
-0.015727,0.004064,0.002927,0,0,-19141098020.272682,-30799755114.314373
-0.015727,0.004064,0.002927,1,-1,-4672090467.920021,-1159691148.566410
-0.015727,0.004064,0.002927,1,0,2306219243.719333,4892639833.517041
-0.015727,0.004064,0.002927,1,1,-12513027.008907,-3375698225.999806
0.010041,-0.012327,-0.001642,0,0,-1699291169.876864,5532785703.813081
0.010041,-0.012327,-0.001642,1,-1,-757943730.203190,-591606117.902598
0.010041,-0.012327,-0.001642,1,0,-304519918.312111,1173933001.300467
0.010041,-0.012327,-0.001642,1,1,-253272494.329954,-596580910.197820
-0.013271,-0.003548,-0.000162,0,0,-4523222371.595785,8883358080.622650
-0.013271,-0.003548,-0.000162,1,-1,229861040.368977,-2262296272.262823
-0.013271,-0.003548,-0.000162,1,0,771321722.598898,736979003.801427
-0.013271,-0.003548,-0.000162,1,1,46475105.338710,-281706173.086119
0.000481,0.001667,0.004248,0,0,-2746516626.415634,-15677248654.213484
0.000481,0.001667,0.004248,1,-1,9330707.490013,237747644.315381
0.000481,0.001667,0.004248,1,0,817915560.744849,2783096382.672368
0.000481,0.001667,0.004248,1,1,-1087613384.076013,1355225469.213340
-0.003163,-0.007415,0.007935,0,0,4275549192.534526,-11281360278.441566
-0.003163,-0.007415,0.007935,1,-1,1380783639.924191,-4564331760.132855
-0.003163,-0.007415,0.007935,1,0,1929075951.035451,1567527539.503092
-0.003163,-0.007415,0.007935,1,1,1459415901.035510,3575196687.646229
0.009716,-0.006415,-0.002593,0,0,2419160139.210538,-1779847872.844249
0.009716,-0.006415,-0.002593,1,-1,160808717.105301,25492491.014361
0.009716,-0.006415,-0.002593,1,0,-406910884.876359,-34583982.248480
0.009716,-0.006415,-0.002593,1,1,1112441211.161102,615156495.099311
-0.014869,-0.004196,0.002187,0,0,-8062974573.691569,7381332033.118269
-0.014869,-0.004196,0.002187,1,-1,-2239217240.842565,1153052135.057217
-0.014869,-0.004196,0.002187,1,0,-61160971.699987,471361493.553172
-0.014869,-0.004196,0.002187,1,1,172364072.769256,199501436.781345
0.004767,0.001250,0.006869,0,0,8011177818.570008,-7663193247.553833
0.004767,0.001250,0.006869,1,-1,1393499394.876066,884619694.707407
0.004767,0.001250,0.006869,1,0,-4773823053.000668,-6205874024.611613
0.004767,0.001250,0.006869,1,1,-1144161850.222677,-503071348.077515
0.012030,-0.005192,0.006314,0,0,691811597.252731,6122056517.834368
0.012030,-0.005192,0.006314,1,-1,-74613719.499598,1550664422.171877
0.012030,-0.005192,0.006314,1,0,-2904555356.997771,-1384025297.538723
0.012030,-0.005192,0.006314,1,1,2316813043.239511,-595668524.126871
0.001542,-0.011177,0.010817,0,0,-7373841397.022381,-1675995519.956537
0.001542,-0.011177,0.010817,1,-1,971471170.762282,296517691.505303
0.001542,-0.011177,0.010817,1,0,-19207496.892647,-195094725.926871
